order_id,order_date,customer_id,customer_segment,customer_acquisition_date,customer_country,customer_state,customer_city,customer_zipcode,region,sku,product_category,product_subcategory,product_name,quantity,unit_price,unit_cost,gross_sales,discount_percent,discount_amount,net_sales,total_product_cost,order_profit,marketing_campaign,marketing_channel,marketing_cost_per_click,shipping_mode,shipping_date,delivery_date,actual_shipping_days,shipping_cost,shipping_charge_to_customer,payment_method,customer_satisfaction_score,order_returned
ORD-105151,2025-02-05,CUST-00285,fashion forward,2023-04-25,US,California,LA,90001,West,APPA-HOOD-501,Apparel & Clothing,Outerwear,Urban Fleece Streetwear Hoodie,1,65.0,18.0,65.0,0.0,0.0,65.0,18.0,47.0,CAMP_SPRING_CLEAN,Influencer,0.6,Standard,2025-02-06,2025-02-11,5,6.5,7.8,Apple Pay,5.0,0
ORD-104564,2025-02-06,,Home Decorators,2025-07-08,US,Florida,Miami,33101,South,HOME-MAT-603,Home/Kitchen,BEDDING,Orthopedic Memory Foam Pillow,2,49.99,15.0,99.98,0.0,0.0,99.98,30.0,69.98,NO_CAMP,Organic,0.0,Standard,2025-02-09,2025-02-13,4,8.0,0.0,Credit Card,,0
ORD-104306,2024-02-13,CUST-00723,Tech Enthusiasts,2024-06-10,France,Île-de-France,Paris,75001,Europe,ELEC-EAR-303,ELECTRONICS,Audio,SonicWave Noise-Cancelling Earbuds,1,149.0,45.0,149.0,0.3,44.7,104.3,45.0,59.3,CAMP_BLACK_FRIDAY,Paid Search,0.45,Standard,2024-02-14,2024-02-20,6,6.5,0.0,Credit Card,5.0,0
ORD-104950,2024-05-22,CUST-00338,Home Decorators,2023-12-06,Canada,Ontario,Torontoo,,North,HOME-MAT-603,Home/Kitchen,Bedding,Orthopedic Memory Foam Pillow,2,49.99,15.0,99.98,0.0,0.0,99.98,30.0,69.98,CAMP_SUMMER_25,Email,0.05,Express,2024-05-23,2024-05-25,2,10.0,0.0,Credit Card,4.0,0
ORD-104028,2025-08-31,CUST-00923, Health & Beauty  ,2023-08-28,UK,England,LON,EC1A 1BB,Europe,BEAU-SERM-701,Beauty & Personal Care,Skincare,HydraGlow Hyaluronic Acid Serum,5,35.0,4.5,175.0,0.05,8.75,,22.5,143.75,CAMP_HOLIDAY_REACH,Social Media,0.35,Express,2025-09-01,2025-09-03,2,14.5,0.0,Credit Card,4.0,0
ORD-100618,2026-02-09,CUST-00618,Budget Conscious,2024-10-15,US,New York,NY,10001,East,SPRT-MAT-801,Sports & Outdoors,Fitness,EcoGrip Non-Slip 6mm Yoga Mat,1,34.99,10.0,34.99,0.0,0.0,34.99,10.0,24.99,NO_CAMP,Organic,0.0,standard,2026-02-10,2026-02-15,5,6.5,7.8,PayPal,5.0,0
ORD-102717,2025-01-20,CUST-00038,Tech Enthusiasts,2025-06-01,Australia,New South Wales,Sydney,2000,APAC,ELEC-EAR-303,electronics,Audio,SonicWave Noise-Cancelling Earbuds,1,149.0,45.0,149.0,0.0,0.0,149.0,45.0,104.0,CAMP_RETARGET_90,Display,0.15,Standard,,2025-01-27,4,6.5,0.0,Apple Pay,5.0,0
ORD-103580,2025-05-15,CUST-01044,Home Decorators,2024-03-18,US,California,San Francisco,94101,West,SPRT-TENT-803,Sports & Outdoors,Camping,Outback 4-Person Waterproof Tent,1,179.5,65.0,179.5,0.0,0.0,179.5,65.0,114.5,CAMP_RETARGET_90,Display,0.15,Standard,2025-05-17,2025-05-21,4,6.5,0.0, Debit Card  ,5.0,0
ORD-101531,2026-01-29,,Fashion Forward,2025-01-18,France,Île-de-France,Paris,75001,Europe,APPA-HOOD-501,Apparel & Clothing,Outerwear,Urban Fleece Streetwear Hoodie,1,65.0,18.0,65.0,0.1,6.5,58.5,18.0,40.5,CAMP_RETARGET_90,Display,0.15,Standard,2026-01-30,2026-02-03,4 days,6.5,7.8,PayPal,5.0,0
ORD-104419,2026-02-02,CUST-00546,Budget Conscious,2025-04-28,Australia,New South Wales,Sydney,2000,APAC,BEAU-SERM-701,Beauty & Personal Care,Skincare,HydraGlow Hyaluronic Acid Serum,1,35.0,4.5,35.0,0.1,3.5,31.5,4.5,27.0,CAMP_SPRING_CLEAN,Influencer,0.6,Standard,2026-02-03,2026/02/10,7,6.5,7.8,PayPal,1.0,1
ORD-101334,2025-11-25,CUST-01134,Budget Conscious,2024-04-15,US,California,LA,90001,West,BEAU-SERM-701,Beauty & Personal Care,Skincare,HydraGlow Hyaluronic Acid Serum,1,35.0,4.5,35.0,0.05,1.75,33.25,4.5,28.75,NO_CAMP,Organic,0.0,Economy,2025-11-28,2025-12-05,7,6.5,0.0,Credit Card,5.0,0
ORD-100259,2024-01-21,CUST-00151,General Retail,2024-08-25,US,California,LA,90001,West,ELEC-LAP-202,ELECTRONICS,Laptops,Apex Pro 15-inch Laptop,1,1299.0,750.0,1299.0,0.0,0.0,1299.0,750.0,549.0,CAMP_HOLIDAY_REACH,Social Media,0.35,Express,2024-01-23,2024-01-28,5,8.5,0.0,Credit Card,3.0,0
ORD-105193,2025-08-02,CUST-01085,General Retail,2024-08-02,US,New York,NY,10001,East,HOME-MAT-603,Home/Kitchen,Bedding,Orthopedic Memory Foam Pillow,2,49.99,15.0,99.98,0.1,10.0,89.98,30.0,59.98,CAMP_HOLIDAY_REACH,Social Media,0.35,Standard,2025-08-04,2025-08-09,5,8.0,0.0,PayPal,5.0,0
ORD-100660,2025-03-21,CUST-00746,Health & Beauty,2023-04-27,Australia,New South Wales,Sydney,2000,APAC,BEAU-CREM-703,Beauty & Personal Care,Skincare,Ceramide Barrier Repair Night Cream,1,42.0,6.0,42.0,0.2,8.4,33.6,6.0,27.6,CAMP_BLACK_FRIDAY,Paid Search,0.45,Standard,2025-03-23,2025-03-28,5,6.5,7.8,Apple Pay,,0
ORD-100072,2024-07-31,CUST-00128,Health & Beauty,2025-08-27,Canada,British Columbia,Vancouver,V6B 1A1,North,APPA-HOOD-501,Apparel & Clothing,outerwear,Urban Fleece Streetwear Hoodie,2,65.0,18.0,130.0,0.05,6.5,123.5,36.0,87.5,CAMP_RETARGET_90,Display,0.15,Standard,2024-08-02,2024-08-06,4,8.0,0.0,Credit Card,5.0,0
ORD-105172,2024-07-07,CUST-00858,Fashion Forward,2024-05-09,France,Île-de-France,Paris,75001,Europe,APPA-SHOE-504,Apparel & Clothing,Footwear,Stratus Aero Running Shoes,1,120.0,35.0,120.0,0.0,0.0,120.0,35.0,89.25,CAMP_HOLIDAY_REACH,Social Media,0.35,Standard,,2024-07-13,4,6.5,0.0,PayPal,4.0,0
ORD-103677,2024-11-06,CUST-01019,General Retail,2024-12-30,Canada,Ontario,Torontoo,M5V 1J2,North,BEAU-CREM-703,Beauty & Personal Care,SKINCARE,Ceramide Barrier Repair Night Cream,1,42.0,6.0,42.0,0.0,0.0,42.0,6.0,36.0,CAMP_HOLIDAY_REACH,Social Media,0.35,Express,2024-11-08,2024-11-10,2 days,8.5,10.2,Credit Card,5.0,0
ORD-101701,2026-01-26,CUST-00649,Health & Beauty,2023-04-12,UK,Lancashire,Manchester,M1 1AE,Europe,BEAU-CREM-703,Beauty & Personal Care,Skincare,Ceramide Barrier Repair Night Cream,3,42.0,6.0,126.0,0.5,63.0,63.0,18.0,45.0,CAMP_BLACK_FRIDAY,Paid Search,0.45,Standard,2026-01-27,2026-01-31,4,9.5,11.4,Credit Card,5.0,0
ORD-104210,2024/12/23,CUST-01199,Home Decorators,2024-08-17,US,Washington,Seattle,98101,West,APPA-DENM-502,Apparel & Clothing,Bottoms,Classic Slim-Fit Denim Jeans,1,88.0,22.0,88.0,0.3,26.4,61.6,22.0,39.6,CAMP_BLACK_FRIDAY,Paid Search,0.45,Economy,2024-12-26,2025-01-03,8,6.5,0.0,Credit Card,5.0,0
ORD-101535,2024-04-10,CUST-01191,Tech Enthusiasts,2023-02-08,US,Washington,Seattle,98101,West,ELEC-SMART-101,ELECTRONICS,Smartphones,Quantum X1 Smartphone,1,799.0,450.0,799.0,0.0,0.0,799.0,450.0,349.0,CAMP_SPRING_CLEAN,Influencer,0.6,Standard,2024-04-12,2024-04-16,4,6.5,0.0,Credit Card,,0
ORD-102434,2024-12-27,CUST-00323,Home Decorators,2023-08-16,US,Washington,Seattle,98101,West,BEAU-SHMP-702,Beauty & Personal Care,Haircare,Botanical Renew Strengthening Shampoo,2,22.0,3.8,44.0,0.0,0.0,44.0,7.6,36.4,CAMP_SUMMER_25,Email,0.05,STANDARD,2024-12-30,2025-01-04,5,8.0,9.6,Apple Pay,4.0,0
ORD-101282,2026-04-29,CUST-00174,Budget Conscious,2025-01-16,France,Île-de-France,Paris,75001,Europe,ELEC-LAP-202,ELECTRONICS,Laptops,Apex Pro 15-inch Laptop,1,1299.0,750.0,1299.0,0.0,0.0,1299.0,750.0,549.0,CAMP_HOLIDAY_REACH,Social Media,0.35,Standard,2026-04-30,2026-05-06,6,6.5,0.0,credit card,5.0,0
ORD-102442,2024-10-12,CUST-00959, Budget Conscious  ,2024-02-12,US,California,LA,90001,West,ELEC-SMART-101,ELECTRONICS,Smartphones,Quantum X1 Smartphone,1,799.0,450.0,799.0,0.0,0.0,799.0,450.0,349.0,CAMP_SUMMER_25,Email,0.05,Standard,2024-10-15,2024-10-19,4,6.5,0.0,PayPal,4.0,0
ORD-105045,2025-05-17,CUST-00570,Budget Conscious,2025-03-27,US,Illinois,Chicago,60601,Midwest,ELEC-SMART-101,ELECTRONICS,Smartphones,Quantum X1 Smartphone,1,799.0,450.0,799.0,0.2,159.8,639.2,450.0,189.2,CAMP_BLACK_FRIDAY,Paid Search,0.45,Standard,2025-05-19,2025-05-23,4,6.5,0.0,Debit Card,4.0,0
ORD-101738,2025-04-08,CUST-00826,general retail,2023-11-03,UK,Lancashire,Manchester,M1 1AE,Europe,BEAU-CREM-703,Beauty & Personal Care,Skincare,Ceramide Barrier Repair Night Cream,1,42.0,6.0,42.0,0.0,0.0,42.0,6.0,36.0,CAMP_SPRING_CLEAN,Influencer,0.6,Standard,2025-04-09,2025-04-13,4,6.5,7.8,Store Credit,4.0,0
ORD-101144,2025-05-24,CUST-00785,Budget Conscious,2025-02-01,US,Illinois,Chicago,60601,Midwest,BEAU-SHMP-702,Beauty & Personal Care,Haircare,Botanical Renew Strengthening Shampoo,3,22.0,3.8,66.0,0.0,0.0,66.0,11.4,54.6,CAMP_RETARGET_90,Display,0.15,Standard,2025-05-26,2025-06-01,6,9.5,11.4,Credit Card,4.0,0
ORD-103793,2024-02-30,CUST-00816,fashion forward,2024-09-24,US,California,LA,,West,APPA-HOOD-501,Apparel & Clothing,Outerwear,Urban Fleece Streetwear Hoodie,2,65.0,18.0,130.0,0.0,0.0,130.0,36.0,94.0,CAMP_RETARGET_90,Display,0.15,STANDARD,,2025-05-30,4,8.0,0.0,Credit Card,5.0,0
ORD-102414,2025-01-10,CUST-00029,Fashion Forward,2024-09-10,US,Illinois,Chicago,60601,Midwest,APPA-TSHR-503,Apparel & Clothing,Tops,Organic Cotton Premium T-Shirt,3,28.0,6.5,84.0,0.05,4.2,79.8,19.5,60.3,CAMP_SUMMER_25,Email,0.05,Standard,2025-01-12,2025-01-16,4,9.5,0.0,Credit Card,5.0,0
ORD-101935,2024/08/06,CUST-00105,General Retail,2023-01-04,US,Washington,Seattle,98101,West,SPRT-MAT-801,Sports & Outdoors,Fitness,EcoGrip Non-Slip 6mm Yoga Mat,1,34.99,10.0,34.99,0.0,0.0,34.99,10.0,24.99,CAMP_RETARGET_90,Display,0.15,Economy,2024-08-09,2024-02-30,7,6.5,0.0,Credit Card,5.0,0
ORD-102563,2025-04-02,CUST-00185,Budget Conscious,2024-04-18,US,Texas,Austin,78701,South,SPRT-MAT-801,sports & outdoors,Fitness,EcoGrip Non-Slip 6mm Yoga Mat,2,34.99,10.0,69.98,0.1,7.0,62.98,20.0,42.98,CAMP_RETARGET_90,Display,0.15,Standard,,2025-04-09,5,8.0,9.6,Credit Card,,0
ORD-101205,2024-06-26,CUST-00264,Fashion Forward,2023-04-20,Australia,New South Wales,Sydney,,APAC,APPA-TSHR-503,Apparel & Clothing,Tops,Organic Cotton Premium T-Shirt,1,28.0,6.5,28.0,0.0,0.0,28.0,6.5,21.5,NO_CAMP,Organic,0.0,Standard,2024-06-29,2024-07-03,4,6.5,7.8,Store Credit,4.0,0
ORD-105248,2026-01-11,CUST-00502,Fashion Forward,2023-03-12,UK,England,LON,EC1A 1BB,Europe,APPA-SHOE-504,Apparel & Clothing,Footwear,Stratus Aero Running Shoes,1,120.0,35.0,120.0,0.0,0.0,120.0,35.0,85.0,CAMP_SUMMER_25,Email,0.05,Express,2026-01-13,2026-01-15,2 days,8.5,0.0,Credit Card,5.0,0
ORD-102531,2024-09-17,CUST-01094,Fashion Forward,2023-11-16,US,Illinois,Chicago,60601,Midwest,HOME-BLND-602,Home/Kitchen,Appliances,Vortex Pro High-Speed Blender,1,99.0,40.0,99.0,0.0,0.0,99.0,40.0,59.0,NO_CAMP,Organic,0.0,Standard,2024-09-20,2024-09-25,5,6.5,0.0,PayPal,4.0,0
ORD-100168,2024-07-10,CUST-00129,Tech Enthusiasts,2023-03-29,US,California,San Francisco,94101,West,ELEC-CHG-404,ELECTRONICS,Accessories,Multi-Port Fast Charger 65W,1,39.99,12.0,39.99,0.05,2.0,37.99,12.0,25.99,CAMP_RETARGET_90,Display,0.15,Standard,2024-07-11,2024-07-15,4,6.5,7.8,debit card,4.0,0
ORD-102505,2025-12-14,CUST-01083,Fashion Forward,2023-01-07,US,Illinois,Chicago,60601,Midwest,BEAU-SERM-701,Beauty & Personal Care,Skincare,HydraGlow Hyaluronic Acid Serum,1,35.0,4.5,35.0,0.3,10.5,24.5,4.5,20.0,CAMP_BLACK_FRIDAY,Paid Search,0.45,Express,,2025-12-20,3,8.5,10.2,Credit Card,,0
ORD-103791,2024-01-22,,Budget Conscious,2025-05-06,UK,England,LON,EC1A 1BB,Europe,ELEC-EAR-303,ELECTRONICS,Audio,SonicWave Noise-Cancelling Earbuds,1,149.0,45.0,149.0,0.3,44.7,104.3,45.0,59.3,CAMP_BLACK_FRIDAY,Paid Search,0.45,Overnight,,2024-01-24,1 days,11.5,0.0,Credit Card,5.0,0
ORD-101591,2024-02-30,CUST-00379,Health & Beauty,2023-10-21,US,Texas,Austin,78701,South,HOME-BLND-602,Home/Kitchen,Appliances,Vortex Pro High-Speed Blender,2,99.0,40.0,198.0,0.0,0.0,198.0,80.0,118.0,CAMP_HOLIDAY_REACH,Social Media,0.35,Express,2025-12-09,2025-12-12,3 days,10.0,0.0,Credit Card,,0
ORD-101968,2025-10-25,CUST-00256,Fashion Forward,2025-04-06,Canada,British Columbia,Vancouver,V6B 1A1,North,APPA-HOOD-501,Apparel & Clothing,Outerwear,Urban Fleece Streetwear Hoodie,2,65.0,18.0,130.0,0.0,0.0,,36.0,94.0,CAMP_HOLIDAY_REACH,Social Media,0.35,Economy,2025-10-27,2025-11-03,7,8.0,0.0,Debit Card,4.0,0
ORD-102373,2025-07-09,CUST-00583,Fashion Forward,2024-05-17,UK,Lancashire,Manchester,M1 1AE,Europe,APPA-HOOD-501,Apparel & Clothing,Outerwear,Urban Fleece Streetwear Hoodie,1,65.0,18.0,65.0,0.15,9.75,55.25,18.0,37.25,CAMP_SUMMER_25,Email,0.05,Economy,2025-07-10,2025-07-17,7,6.5,0.0,Credit Card,5.0,0
ORD-105044,2024-12-10,CUST-01191,Tech Enthusiasts,2023-02-08,US,Washington,Seattle,98101,West,ELEC-CHG-404,ELECTRONICS,Accessories,Multi-Port Fast Charger 65W,1,39.99,12.0,39.99,0.05,2.0,37.99,12.0,25.99,CAMP_HOLIDAY_REACH,Social Media,0.35,Overnight,2024-12-13,2024-12-15,2,11.5,13.8,PayPal,4.0,0
ORD-104906,2024-08-25,CUST-00083,Budget Conscious,2024-02-13,Canada,British Columbia,Vancouver,V6B 1A1,North,HOME-MAT-603,Home/Kitchen,Bedding,Orthopedic Memory Foam Pillow,1,49.99,15.0,49.99,0.1,5.0,44.99,15.0,29.99,CAMP_RETARGET_90,Display,0.15,Overnight,,2024-08-27,1,11.5,13.8,PayPal,4.0,0
ORD-102732,2025-02-04,CUST-00592,Home Decorators,2024-03-11,US,Illinois,Chicago,60601,Midwest,ELEC-SMART-101,ELECTRONICS,Smartphones,Quantum X1 Smartphone,1,799.0,450.0,799.0,0.3,239.7,559.3,450.0,109.3,CAMP_BLACK_FRIDAY,Paid Search,0.45,Standard,2025-02-05,2025-02-09,4,6.5,0.0,Debit Card,5.0,0
ORD-100059,2025-05-21,CUST-00100,Tech Enthusiasts,2025-02-07,Canada,Ontario,Torontoo,M5V 1J2,North,ELEC-LAP-202,ELECTRONICS,Laptops,Apex Pro 15-inch Laptop,1,1299.0,750.0,1299.0,0.0,0.0,1299.0,750.0,549.0,CAMP_HOLIDAY_REACH,Social Media,0.35,Express,2025-05-24,2025-05-27,3,8.5,0.0,Apple Pay,5.0,0
ORD-104851,2026-04-16,CUST-00792,Fashion Forward,2023-05-10,US,California,LA,90001,West,APPA-SHOE-504,Apparel & Clothing,Footwear,Stratus Aero Running Shoes,1,120.0,35.0,120.0,0.0,0.0,120.0,35.0,85.0,NO_CAMP,Organic,0.0,express,2026-04-18,2026-04-25,7,8.5,0.0,Credit Card,3.0,1
ORD-102567,2024-09-07,CUST-00669,Budget Conscious,2025-08-14,DE,Bavaria,Munich,80331,Europe,APPA-DENM-502,Apparel & Clothing,Bottoms,Classic Slim-Fit Denim Jeans,1,88.0,22.0,88.0,0.0,0.0,88.0,22.0,66.0,CAMP_HOLIDAY_REACH,Social Media,0.35,Standard,2024-09-08,2024-09-13,5,6.5,0.0,Apple Pay,4.0,0
ORD-104596,2024-08-11,CUST-00553,Fashion Forward,2024-07-05,Australia,New South Wales,Sydney,2000,APAC,APPA-SHOE-504,Apparel & Clothing,Footwear,Stratus Aero Running Shoes,1,120.0,35.0,120.0,0.2,24.0,96.0,35.0,61.0,CAMP_BLACK_FRIDAY,Paid Search,0.45,Standard,2024-08-13,2024-08-17,4 days,6.5,0.0,PayPal,5.0,0
ORD-104762,2024-03-15,,tech enthusiasts,2024-12-18,Australia,New South Wales,Sydney,2000,APAC,SPRT-MAT-801,Sports & Outdoors,Fitness,EcoGrip Non-Slip 6mm Yoga Mat,1,34.99,10.0,34.99,0.0,0.0,34.99,10.0,24.99,CAMP_SUMMER_25,Email,0.05,Economy,2024-03-17,2024-03-24,7 days,6.5,0.0,Credit Card,4.0,0
ORD-104494,2025-05-18,CUST-00418,Budget Conscious,2023-02-21,US,Washington,Seattle,98101,West,SPRT-BOTL-802,Sports & Outdoors,Accessories,HydroShield Insulated Stainless Bottle,1,STUCK_VAL,7.0,29.99,0.0,0.0,29.99,7.0,22.99,CAMP_SPRING_CLEAN,Influencer,0.6,Standard,2025-05-21,2025-05-25,4,6.5,7.8,Credit Card,5.0,0
ORD-102998,2025-03-31,CUST-00571,Fashion Forward,2023-12-15,US,Texas,Austin,78701,South,APPA-HOOD-501,Apparel & Clothing,Outerwear,Urban Fleece Streetwear Hoodie,1,65.0,18.0,65.0,0.0,0.0,65.0,18.0,47.0,NO_CAMP,Organic,0.0,Overnight,2025-04-01,2025-04-02,1,11.5,13.8,Credit Card,5.0,0
ORD-102794,2024-04-02,CUST-00477,Tech Enthusiasts,2024-02-19,DE,Bavaria,Munich,80331,Europe,ELEC-EAR-303,ELECTRONICS,Audio,SonicWave Noise-Cancelling Earbuds,1,149.0,45.0,149.0,0.0,0.0,149.0,45.0,104.0,CAMP_RETARGET_90,Display,0.15,Standard,2024-04-03,2024-04-07,4,6.5,0.0, Debit Card  ,4.0,0
ORD-100094,2026-02-14,CUST-00852,Home Decorators,2024-08-24,US,Illinois,Chicago,60601,Midwest,SPRT-TENT-803,Sports & Outdoors, Camping  ,Outback 4-Person Waterproof Tent,2,179.5,65.0,359.0,0.05,17.95,341.05,130.0,211.05,CAMP_SPRING_CLEAN,Influencer,0.6,Standard,2026-02-17,2026-02-21,4 days,8.0,0.0,Apple Pay,4.0,0
ORD-103798,2025-04-01,CUST-00181,Budget Conscious,2023-07-16,US,Texas,Houston,77001,South,HOME-AIRF-601,Home/Kitchen,Appliances,AeroCrisp Digital Air Fryer XL,-99,139.99,55.0,139.99,0.0,0.0,139.99,55.0,84.99,CAMP_HOLIDAY_REACH,Social Media,0.35,Standard,2025-04-02,2025-04-06,4,6.5,0.0,Apple Pay,,0
ORD-102476,2025-03-12,CUST-00442,General Retail,2023-03-21,US,Washington,Seattle,98101,West,ELEC-EAR-303,ELECTRONICS,Audio,SonicWave Noise-Cancelling Earbuds,1,149.0,45.0,149.0,0.3,44.7,104.3,45.0,59.3,CAMP_BLACK_FRIDAY,Paid Search,0.45,Standard,2025-03-14,2025-03-18,4,6.5,0.0,Apple Pay,5.0,0
ORD-101889,2026-04-20,CUST-00160,Home Decorators,2023-09-01,Canada,Ontario,Torontoo,,North,HOME-BLND-602,Home/Kitchen,Appliances,Vortex Pro High-Speed Blender,1,99.0,40.0,99.0,0.0,0.0,99.0,40.0,59.0,CAMP_HOLIDAY_REACH,Social Media,0.35,Standard,2026-04-22,2026-04-28,6,6.5,0.0,Credit Card,4.0,0
ORD-103348,2024-07-31,,Budget Conscious,2024-04-18,US,New York,NY,10001,East,HOME-MAT-603,Home/Kitchen,Bedding,Orthopedic Memory Foam Pillow,1,49.99,15.0,49.99,0.1,5.0,44.99,15.0,29.99,CAMP_RETARGET_90,Display,0.15,Standard,2024-08-03,2024-08-08,5,6.5,7.8,Credit Card,4.0,0
ORD-102715,2026-01-30,CUST-00409,General Retail,2024-11-02,US,New York,NY,10001,East,SPRT-MAT-801,Sports & Outdoors,Fitness,EcoGrip Non-Slip 6mm Yoga Mat,1,34.99,10.0,34.99,0.0,0.0,34.99,10.0,24.99,NO_CAMP,Organic,0.0,Standard,2026-01-31,2026-02-06,6,6.5,7.8,Credit Card,,0
ORD-101006,2026-02-20,CUST-01159,Health & Beauty,2024-06-27,US,California,San Francisco,94101,West,BEAU-SHMP-702,Beauty & Personal Care,Haircare,Botanical Renew Strengthening Shampoo,1,22.0,3.8,22.0,0.3,6.6,15.4,3.8,11.6,CAMP_BLACK_FRIDAY,Paid Search,0.45,Standard,2026-02-23,2026/03/01,6,6.5,7.8,Credit Card,5.0,0
ORD-104135,2025-07-18,CUST-00145,Budget Conscious,2024-10-27,UK,England,LON,EC1A 1BB,Europe,APPA-DENM-502,Apparel & Clothing,Bottoms,Classic Slim-Fit Denim Jeans,1,88.0,22.0,88.0,0.0,0.0,88.0,22.0,66.0,CAMP_HOLIDAY_REACH,Social Media,0.35,Standard,2025-07-20,2025-07-24,4,6.5,0.0,Debit Card,3.0,1
ORD-100933,2025-06-29,CUST-00268,Home Decorators,2025-01-04,US,Texas,Houston,77001,South,APPA-TSHR-503,apparel,Tops,Organic Cotton Premium T-Shirt,1,28.0,6.5,28.0,0.3,8.4,19.6,6.5,13.1,CAMP_BLACK_FRIDAY,Paid Search,0.45,Standard,2025-07-01,2025-07-05,4,6.5,7.8,credit card,5.0,0
ORD-103411,2024-05-06,CUST-00290,Fashion Forward,2024-01-14,France,Île-de-France,Paris,75001,Europe,APPA-TSHR-503,APPAREL,Tops,Organic Cotton Premium T-Shirt,1,28.0,6.5,28.0,0.0,0.0,28.0,6.5,21.5,CAMP_SUMMER_25,Email,0.05, Standard  ,2024-05-07,2024-05-14,7,6.5,7.8,Credit Card,1.0,1
ORD-100567,2026-01-12,CUST-01068,Tech Enthusiasts,2024-08-10,US,Texas,Austin,78701,South,ELEC-SMART-101,ELECTRONICS,Smartphones,Quantum X1 Smartphone,1,799.0,450.0,799.0,0.0,0.0,799.0,450.0,349.0,CAMP_RETARGET_90,Display,0.15,Standard,2026-01-13,2026-01-18,5,6.5,0.0,Credit Card,5.0,0
ORD-100917,2025-06-13,CUST-00696,Home Decorators,2025-08-31,Canada,British Columbia,Vancouver,V6B 1A1,North,ELEC-SMART-101,ELECTRONICS,Smartphones,Quantum X1 Smartphone,1,799.0,450.0,799.0,0.0,0.0,799.0,450.0,349.0,CAMP_SPRING_CLEAN,Influencer,0.6,Standard,2025-06-14,2025-06-19,5,6.5,0.0, Apple Pay  ,4.0,0
ORD-103873,2024-12-11,CUST-00284,Tech Enthusiasts,2024-07-28,US,Florida,Miami,33101,South,ELEC-EAR-303,ELECTRONICS,Audio,SonicWave Noise-Cancelling Earbuds,1,149.0,45.0,149.0,0.0,0.0,149.0,45.0,104.0,CAMP_HOLIDAY_REACH,Social Media,0.35,Standard,2024-12-13,2024-02-30,5 days,6.5,0.0,Apple Pay,4.0,0
ORD-104269,2025-07-23,CUST-00592,Home Decorators,2024-03-11,US,Illinois,Chicago,60601,Midwest,ELEC-SMART-101,ELECTRONICS,Smartphones,Quantum X1 Smartphone,1,799.0,450.0,799.0,0.2,159.8,639.2,450.0,189.2,CAMP_BLACK_FRIDAY,Paid Search,0.45,Economy,2025-07-25,2025-08-01,7,6.5,0.0,DEBIT CARD,5.0,0
ORD-101920,2024-06-01,CUST-00221,Home Decorators,2023-03-24,Canada,Ontario,Torontoo,M5V 1J2,North,BEAU-CREM-703,Beauty & Personal Care,Skincare,Ceramide Barrier Repair Night Cream,1,42.0,6.0,42.0,0.3,12.6,29.4,6.0,23.4,CAMP_BLACK_FRIDAY,Paid Search,0.45,Standard,2024-06-03,2024-06-08,5,6.5,7.8,Credit Card,5.0,0
ORD-100583,2026-04-17,CUST-00729,budget conscious,2024-09-29,US,Illinois,Chicago,60601,Midwest,HOME-BLND-602,Home/Kitchen,Appliances,Vortex Pro High-Speed Blender,1,99.0,40.0,99.0,0.1,9.9,89.1,40.0,49.1,CAMP_HOLIDAY_REACH,Social Media,0.35,standard,2026-04-20,2026-04-26,6,6.5,0.0, Credit Card  ,4.0,0
ORD-103841,2024-03-21,CUST-00806,Home Decorators,2024-12-10,Canada,British Columbia,Vancouver,,North,HOME-BLND-602,Home/Kitchen,Appliances,Vortex Pro High-Speed Blender,1,99.0,40.0,99.0,0.0,0.0,99.0,40.0,59.0,CAMP_SUMMER_25,Email,0.05,Standard,2024-03-22,2024-03-26,4,6.5,0.0,Credit Card,5.0,0
ORD-102488,2025-08-02,,Home Decorators,2023-08-08,US,Washington,Seattle,98101,West,ELEC-CHG-404,ELECTRONICS,Accessories,Multi-Port Fast Charger 65W,1,39.99,12.0,39.99,0.0,0.0,39.99,12.0,27.99,NO_CAMP,Organic,0.0,Express,2025-08-05,2025-08-07,2,8.5,10.2,Apple Pay,4.0,0
ORD-104227,2024-06-16,CUST-01137,Health & Beauty,2024-03-15,Canada,British Columbia,Vancouver,V6B 1A1,North,ELEC-SMART-101,ELECTRONICS,Smartphones,Quantum X1 Smartphone,1,799.0,450.0,799.0,0.0,0.0,799.0,450.0,349.0,CAMP_RETARGET_90,Display,0.15,Standard,2024-06-19,2024-06-23,4,6.5,0.0,Credit Card,4.0,0
ORD-103419,2024-11-07,CUST-00427,Fashion Forward,2024-09-19,US,Washington,Seattle,98101,West,APPA-TSHR-503,Apparel & Clothing,Tops,Organic Cotton Premium T-Shirt,1,28.0,6.5,28.0,0.0,0.0,28.0,6.5,21.5,NO_CAMP,Organic,0.0,Standard,2024-11-09,2024-11-13,4,6.5,7.8,Credit Card,4.0,0
ORD-102976,2025-02-22,CUST-00006,budget conscious,2025-01-28,UK,England,LON,EC1A 1BB,Europe,BEAU-CREM-703,Beauty & Personal Care,Skincare,Ceramide Barrier Repair Night Cream,1,42.0,6.0,42.0,0.0,0.0,42.0,6.0,36.0,CAMP_RETARGET_90,Display,0.15,Standard,2025-02-25,2025-03-03,6,6.5,7.8,PayPal,5.0,0
